"date","new_cases","PCR","TestAc","activos","hospitalized","hospitalized_new","hospitalized_accumulated","intensive_care","deceased","cases_accumulated","recovered","daily_deaths",daily_deaths_avg3,"daily_deaths_avg7"
"2021-10-27","849","600","4390544","2687","1473","118163","132286","400","101234","5083192","10909","20",24.7,"21.3"
"2021-10-28","776","558","4395487","2675","1462","118188","132312","393","101252","5085289","10912","18",26.7,"20.1"
"2021-10-29","855","461","4281637","2754","1438","24","132334","374","101263","5087502","10914","11",16.3,"18.4"
"2021-10-30","351","210","4284050","2810","1457","17","132358","246","101275","5088468","10914","12",13.7,"17.9"
"2021-10-31","276","146","4286512","2843","1484","11","132376","282","101281","5089064","10914","6",9.7,"17.3"
"2021-11-01","268","224","4407211","2840","1519","118221","132409","261","101288","5090309","10914","7",8.3,"16.6"
"2021-11-02","1168","838","4293506","2915","1588","19","132446","386","101322","5093642","10915","34",15.7,"15.4"
"2021-11-03","1075","658","4416745","3008","1592","118278","132229","389","101347","5096248","10918","25",22,"16.1"
"2021-11-04","1191","764","4421826","3164","1555","118320","132528","379","101357","5099111","10918","10",23,"15"
"2021-11-05","1245","639","4308360","3300","1551","24","132565","359","101378","5102123","10920","21",18.7,"16.4"
"2021-11-06","405","320","4311924","3346","1569","11","132592","239","101386","5103485","10923","8",13,"15.9"
"2021-11-07","373","276","4433480","3430","1609","118590","132611","285","101397","5104669","10923","11",13.3,"16.6"
"2021-11-08","1625","829","4439030","3531","1657","118915","132623","373","101421","5108697","10926","24",14.3,"19"
"2021-11-09","1270","1092","4445503","3681","1693","119070","132672","395","101481","5112032","10929","60",31.7,"22.7"
"2021-11-10","1436","983","4451939","3900","1725","119122","132719","390","101506","5115713","10932","25",36.3,"22.7"
"2021-11-11","1709","1083","4458130","4197","1731","119148","134252","394","101541","5119905","10933","35",40,"26.3"
"2021-11-12","1722","1173","4345586","4424","1747","28","132844","363","101562","5124208","10936","21",27,"26.3"
"2021-11-13","1056","479","4350528","4592","1784","21","132876","252","101574","5126541","10936","12",22.7,"26.9"
"2021-11-14","723","527","4473820","4703","1849","119201","132907","315","101589","5128707","10936","15",16,"27.4"
"2021-11-15","2329","1317","4480612","4851","1945","119227","132954","422","101612","5134399","10941","23",16.7,"27.3"
"2021-11-16","2012","1423","4488262","4916","1995","119241","133008","369","101654","5139431","10941","42",26.7,"24.7"
"2021-11-17","2692","1707","4496388","5604","2029","119272","133038","446","101682","5146180","10842","28",31,"25.1"
"2021-11-18","2569","1776","4505248","5969","2080","119332","133098","431","101704","5152660","10954","22",30.7,"23.3"
"2021-11-19","2816","1647","4394044","6263","2140","60","133149","416","101724","5159407","10958","20",23.3,"23.1"
"2021-11-20","1914","783","4400687","6651","2244","35","133205","276","101739","5163330","10958","15",19,"23.6"
"2021-11-21","1208","730","4525841","6797","2394","119382","133242","353","101752","5166747","10964","13",16,"23.3"
"2021-11-22","3714","2199","4534410","7102","2580","119430","134774","504","101785","5175899","10965","33",20.3,"24.7"
"2021-11-23","3182","2213","4544361","7536","2750","119479","133379","530","101846","5183614","10972","61",35.7,"27.4"
"2021-11-24","3951","2544","4555236","8002","2833","119506","133429","539","101868","5192883","10975","22",38.7,"26.6"
"2021-11-25","4391","2592","4566602","8577","2909","119553","133488","541","101898","5202846","10979","30",37.7,"27.7"
"2021-11-26","3876","2277","4458334","8985","2934","67","133548","484","101928","5212471","10990","30",27.3,"29.1"
"2021-11-27","2442","1149","4465017","9579","3042","49","133606","385","101936","5217786","10994","8",22.7,"28.1"
"2021-11-28","1804","983","4590965","9850","3144","119602","133633","487","101955","5222721","10997","19",19,"29"
"2021-11-29","5798","2959","4601824","10097","3363","119677","133699","660","101999","5235792","11007","44",23.7,"30.6"
"2021-11-30","5092","3292","4614167","10802","3420","119728","133742","692","102090","5247925","11013","91",51.3,"34.9"
"2021-12-01","5515","3664","4627669","11644","3464","119784","133818","701","102127","5260884","11021","37",57.3,"37"
"2021-12-02","6258","3911","4642186","12416","3578","119861","133928","732","102170","5275285","11032","43",57,"38.9"
"2021-12-03","6370","3496","4537486","13175","3619","104","133991","738","102213","5289331","11038","43",41,"40.7"
"2021-12-04","4048","1669","4547264","13888","3672","65","134038","558","102237","5297538","11040","24",36.7,"43"
"2021-12-05","2577","1227","4555443","4726","3830","64","0","511","102257","5302429","11042","20",29,"43.1"
"2021-12-06","3368","1850","4683258","14300","4089","119926","134129","705","102294","5313264","11064","37",27,"42.1"
"2021-12-07","6794","4342","4573640","14655","4250","105","6325","710","102329","5333201","11080","35",30.7,"34.1"
"2021-12-08","4606","2527","4703433","15295","4468","119954","134275","778","102414","5344951","11090","85",52.3,"41"
"2021-12-09","7805","5333","4716795","15916","4570","120093","134368","950","102491","5364986","11116","77",65.7,"45.9"
"2021-12-10","9752","5375","4611867","17237","4634","122","134455","920","102543","5387394","11140","52",71.3,"47.1"
"2021-12-11","6050","2563","4622155","18409","4783","99","134533","697","102578","5398876","11143","35",54.7,"48.7"
"2021-12-12","4807","2525","4753733","19245","4967","120092","134606","867","102606","5411851","11155","28",38.3,"49.9"
"2021-12-13","12382","7014","4767598","19803","5323","120177","134704","1095","102673","5443561","11201","67",43.3,"54.1"
"2021-12-14","10145","7074","4782645","21402","5330","120256","134816","1118","102781","5473246","11223","108",67.7,"64.6"
"2021-12-15","12424","7640","4799328","23565","5390","120338","134924","1158","102869","5507676","11246","88",87.7,"65"
"2021-12-16","14207","8014","4816400","25949","5512","120421","135028","1171","102946","5545295","11275","77",91,"65"
"2021-12-17","14142","7504","4714025","28283","5426","111","135144","1035","103010","5584515","11286","64",76.3,"66.7"
"2021-12-18","8843","3629","4728152","30542","5474","91","135230","828","103062","5605532","11299","52",64.3,"69.1"
"2021-12-19","7041","3541","4862498","32204","5862","120456","135649","1029","103108","5626220","11339","46",54,"71.7"
"2021-12-20","20248","11278","4880150","34391","6199","120621","135511","1314","103207","5690141","11405","99",65.7,"76.3"
"2021-12-21","17366","11294","4901002","34573","6330","120718","135703","1320","103343","5752892","11475","136",93.7,"80.3"
"2021-12-22","22755","14997","4926006","41680","6350","120876","135866","1368","103423","5828161","11527","80",105,"79.1"
"2021-12-23","27981","13957","4833391","46318","6414","223","136069","1310","103513","5909548","11573","90",102,"81"
"2021-12-24","20970","8878","4860594","49935","6382","158","6659","706","103559","5971023","11575","46",72,"78.4"
"2021-12-25","15010","4840","4877989","51865","6753","163","136436","917","103612","6002879","11580","53",63,"78.6"
"2021-12-26","14532","6171","5015847","54209","7320","120978","136655","1242","103669","6050674","11614","57",52,"80.1"
"2021-12-27","35274","26620","5040371","59673","7899","121178","137008","1555","103783","6186141","11689","114",74.7,"82.3"
"2021-12-28","38940","293178","5067150","62482","8272","121463","139058","1576","103957","6303240","11761","174",115,"87.7"
"2021-12-29","48753","24238","5100696","76923","8753","121595","137743","1610","104057","6432705","11818","100",129.3,"90.6"
"2021-12-30","50487","21193","5014114","85925","8931","540","138091","1529","104159","6556498","11883","102",125.3,"92.3"
"2021-12-31","48346","11511","5047822","90842","8904","279","6925","897","104227","6643598","11888","68",90,"95.4"
"2022-01-01","22778","5548","5071401","92145","9373","204","138600","1110","104307","6684534","11905","80",83.3,"99.3"
"2022-01-02","22404","9062","5218680","93999","9955","121640","143581","1518","104373","6755640","11939","66",71.3,"100.6"
"2022-01-03","58982","37618","5251329","98550","10772","122009","139386","1778","104526","6949195","12076","153",99.7,"106.1"
"2022-01-04","56250","25526","5288329","105995","11163","122335","139910","1785","104760","7087551","12163","234",151,"114.7"
"2022-01-05","61586","24446","5201507","114892","11247","892","7169","1427","104873","7216733","12259","113",166.7,"116.6"
"2022-01-06","31457","8835","5346052","117647","12019","122113","140769","1326","105031","7299003","12325","158",168.3,"124.6"
"2022-01-07","66497","30160","5253339","122353","12291","795","141268","1751","105165","7447454","12463","134",135,"134"
"2022-01-08","35609","8518","5276070","126438","12845","362","141631","1229","105277","7524359","12514","112",134.7,"138.6"
"2022-01-09","27339","9845","5416729","129688","13472","122254","141977","1606","105397","7607157","12587","120",122,"146.3"
"2022-01-10","74626","36187","5446417","137668","14214","122829","142445","1968","105606","7788275","12758","209",147,"154.3"
"2022-01-11","69223","30585","5475802","145754","14465","122983","142954","1992","105899","7943672","12957","293",207.3,"162.7"
"2022-01-12","65078","29016","5499645","153362","14705","123042","143438","2021","106100","8095326","13206","201",234.3,"175.3"
"2022-01-13","62456","28231","5522553","158180","15047","123226","144301","2008","106297","8239146","13428","197",230.3,"180.9"
"2022-01-14","65036","24272","5422650","161204","14769","841","144444","1874","106463","8380479","13681","166",188,"185.4"
"2022-01-15","23156","7759","5435101","161606","15115","304","144793","1315","106601","8448946","13093","138",167,"189.1"
"2022-01-16","23080","7174","5567398","160950","15748","122768","145106","1706","106726","8529996","13828","125",143,"189.9"
"2022-01-17","68835","30474","5583463","162814","16332","123466","145588","2022","106952","8709445","14239","226",163,"192.3"
"2022-01-18","49847","22624","5599494","160963","16299","123448","146030","2011","107305","8846331","14647","353",234.7,"200.9"
"2022-01-19","56193","21131","5615499","160216","16360","123686","146437","2023","107580","8984664","14843","275",284.7,"211.4"
"2022-01-20","54694","21397","5629508","156218","16303","123695","146882","1975","107855","9126810","15126","275",301,"222.6"
"2022-01-21","49903","19157","5520240","153957","15960","667","147284","1601","108058","9244571","15336","203",251,"227.9"
"2022-01-22","18655","9315","5529009","151543","16260","220","147600","1384","108214","9311617","15351","156",211.3,"230.4"
"2022-01-23","14348","7780","5659967","148540","16671","123475","147895","1740","108351","9373807","15511","137",165.3,"232.1"
"2022-01-24","81587","23977","5674094","144778","17009","124115","148295","2004","108628","9537099","15855","277",190,"239.4"
"2022-01-25","56835","16537","5690337","139559","16625","124159","148629","1976","109052","9659468","16098","424",279.3,"249.6"
"2022-01-26","45817","17490","5705827","136040","16384","124206","148956","1958","109316","9571344","16324","264",321.7,"248"
"2022-01-27","52479","15550","5721113","136947","16138","124273","149239","1907","109581","9682265","16580","265",317.7,"246.6"
"2022-01-28","43422","13247","5611634","131986","15606","414","149503","1785","109807","9772773","16755","226",251.7,"249.9"
"2022-01-29","13827","5923","5620767","127149","15741","158","149741","1318","109956","9814543","16756","149",213.3,"248.9"
"2022-01-30","9175","7392","5751764","121571","16037","124046","149952","1670","110087","9853068","16849","131",168.7,"248"
"2022-01-31","37909","16360","5764326","114289","16143","124541","149935","1879","110368","9942388","17075","281",187,"248.6"
"2022-02-01","30410","10625","5778311","108065","15532","124541","150465","1860","110826","10013455","17226","458",290,"253.4"
"2022-02-02","33206","10928","5789394","103149","15121","124633","150711","1810","111060","10086706","17408","234",324.3,"249.1"
"2022-02-03","29237","10348","5800565","99886","14603","124706","150933","1737","111334","10151638","17548","274",322,"250.4"
"2022-02-04","24589","8142","5686054","96165","13907","308","151273","1588","111554","10208236","17735","220",242.7,"249.6"
"2022-02-05","6631","3462","5691587","92946","13992","124","151451","1159","111736","10232984","17784","182",225.3,"254.3"
"2022-02-06","5367","4158","5821582","89190","14076","124688","151621","1469","111867","10262809","17862","131",177.7,"254.3"
"2022-02-07","28173","11299","5831381","84368","13822","125036","151515","1652","112081","10325274","18016","214",175.7,"244.7"
"2022-02-08","18844","6615","5840628","79938","13200","125080","151733","1564","112551","10368245","18104","470",271.7,"246.4"
"2022-02-09","20036","6660","5849244","76674","12577","125148","151891","1518","112781","10410134","18194","230",304.7,"245.9"
"2022-02-10","17108","6297","5856127","73226","11950","125172","152026","1491","112969","10454396","18284","188",296,"233.6"
"2022-02-11","15271","5176","5738090","70435","11149","181","152479","1366","113170","10491431","18316","201",206.3,"230.9"
"2022-02-12","4086","2391","5742436","68756","11101","97","152611","1010","113248","10503158","18348","78",155.7,"216"
"2022-02-13","3238","2701","5871199","66086","11138","125105","152721","1237","113349","10522865","18427","101",126.7,"211.7"
"2022-02-14","17570","6430","5878525","62648","10778","125359","152918","1377","113567","10564918","18553","218",132.3,"212.3"
"2022-02-15","12663","4434","5885765","57827","10292","125370","155234","1317","113929","10594170","18626","362",227,"196.9"
"2022-02-16","13194","4445","5892279","56783","9839","125448","153187","1276","114112","10622180","18798","183",254.3,"190.1"
"2022-02-17","7338","2733","109","2003","9095","109","144232","1024","114229","10644609","0","117",220.7,"180"
"2022-02-18","5999","415","0","2104","5556","0","144339","749","77604","6882282","0","-36625",-12108.3,"-5080.9"
